Timestamp,Voltage,Current,Power,Energy
202,52.9,0,0,0
951,53.09,0,0,0
1684,53.11,0,0,0
2434,53.12,0,0,0
3184,53.12,0,0,0
3951,53.12,0,0,0
4701,53.12,0,0,0
5451,53.12,0,0,0
6184,53.12,0,0,0
6951,53.13,0,0,0
7701,53.13,0,0,0
8434,53.13,0,0,0
9184,53.13,0,0,0
9934,53.13,0,0,0
10701,53.13,0,0,0
11451,53.13,0,0,0
12201,53.13,0,0,0
12952,53.13,0,0,0
13684,53.13,0,0,0
14452,53.13,0,0,0
15201,53.13,0,0,0
15934,53.13,0,0,0
16701,53.13,0,0,0
17434,53.13,0,0,0
18201,53.13,0,0,0
18952,53.13,0,0,0
19701,53.13,0,0,0
20452,53.13,0,0,0
21201,53.13,0,0,0
21952,53.13,0,0,0
22684,53.13,0,0,0
23434,53.13,0,0,0
24184,53.13,0,0,0
24934,53.13,0,0,0
25684,53.13,0,0,0
26452,53.13,0,0,0
27201,53.13,0,0,0
27934,53.13,0,0,0
28701,53.13,0,0,0
29434,53.13,0,0,0
30201,53.13,0,0,0
30934,53.13,0,0,0
31701,53.13,0,0,0
32452,53.13,0,0,0
33201,53.13,0,0,0
33934,53.13,0,0,0
34684,53.13,0,0,0
35452,53.13,0,0,0
36201,53.13,0,0,0
36952,53.13,0,0,0
37701,53.13,0,0,0
38452,53.13,0,0,0
39201,53.13,0,0,0
39952,53.13,0,0,0
40701,53.13,0,0,0
41452,53.13,0,0,0
42201,53.13,0,0,0
42952,53.13,0,0,0
43684,53.13,0,0,0
44452,53.13,0,0,0
45201,53.13,0,0,0
45934,53.13,0,0,0
46701,53.13,0,0,0
47434,53.13,0,0,0
48201,53.13,0,0,0
48934,53.13,0,0,0
49701,53.13,0,0,0
50434,53.13,0,0,0
51184,53.13,0,0,0
51952,53.13,0,0,0
52701,53.13,0,0,0
53452,53.13,0,0,0
54184,53.13,0,0,0
54952,53.13,0,0,0
55701,53.13,0,0,0
56452,53.13,0,0,0
57184,53.13,0,0,0
57934,53.13,0,0,0
58701,53.13,0,0,0
59452,53.13,0,0,0
60201,53.13,0,0,0
60952,53.13,0,0,0
61701,53.13,0,0,0
62452,53.13,0,0,0
63184,53.13,0,0,0
63934,53.13,0,0,0
64684,53.13,0,0,0
65452,53.13,0,0,0
66201,53.13,0,0,0
66934,53.13,0,0,0
67701,53.13,0,0,0
68434,53.13,0,0,0
69201,53.13,0,0,0
69952,53.13,0,0,0
70701,53.13,0,0,0
71452,53.13,0,0,0
72201,53.13,0,0,0
72952,53.13,0,0,0
73701,53.13,0,0,0
74452,53.13,0,0,0
75201,53.13,0,0,0
75952,53.13,0,0,0
76684,53.13,0,0,0
77452,53.13,0,0,0
78184,53.13,0,0,0
78934,53.13,0,0,0
79701,53.13,0,0,0
80452,53.13,0,0,0
81184,53.13,0,0,0
81934,53.13,0,0,0
82684,53.13,0,0,0
83452,53.13,0,0,0
84184,53.13,0,0,0
84934,53.13,0,0,0
85701,53.13,0,0,0
86452,53.13,0,0,0
87184,53.13,0,0,0
87934,53.13,0,0,0
88701,53.13,0,0,0
89434,53.13,0,0,0
90201,53.13,0,0,0
90952,53.13,0,0,0
91701,53.13,0,0,0
92434,53.13,0,0,0
93184,53.13,0,0,0
93952,53.13,0,0,0
94701,53.13,0,0,0
95434,53.13,0,0,0
96184,53.13,0,0,0
96934,53.13,0,0,0
97701,53.13,0,0,0
98452,53.13,0,0,0
99201,53.13,0,0,0
99952,53.13,0,0,0
100701,53.13,0,0,0
101452,53.13,0,0,0
102184,53.13,0,0,0
102952,53.13,0,0,0
103684,53.13,0,0,0
104434,53.13,0,0,0
105184,53.13,0,0,0
105934,53.13,0,0,0
106684,53.13,0,0,0
107434,53.13,0,0,0
108184,53.13,0,0,0
108934,53.13,0,0,0
109684,53.13,0,0,0
110452,53.13,0,0,0
111184,53.13,0,0,0
111952,53.13,0,0,0
112684,53.13,0,0,0
113452,53.13,0,0,0
114201,53.13,0,0,0
114934,53.13,0,0,0
115701,53.13,0,0,0
116434,53.13,0,0,0
117184,53.13,0,0,0
117952,53.13,0,0,0
118684,53.13,0,0,0
119434,53.13,0,0,0
120184,53.13,0,0,0
120934,53.13,0,0,0
121701,53.13,0,0,0
122452,53.13,0,0,0
123184,53.13,0,0,0
123952,53.13,0,0,0
124701,53.13,0,0,0
125434,53.13,0,0,0
126184,53.13,0,0,0
126952,53.13,0,0,0
127701,53.13,0,0,0
128434,53.13,0,0,0
129201,53.13,0,0,0
129952,53.13,0,0,0
130701,53.13,0,0,0
131452,53.13,0,0,0
132184,53.13,0,0,0
132934,53.13,0,0,0
133701,53.13,0,0,0
134434,53.13,0,0,0
135184,53.13,0,0,0
135952,53.13,0,0,0
136684,53.13,0,0,0
137434,53.13,0,0,0
138184,53.13,0,0,0
138952,53.13,0,0,0
139684,53.13,0,0,0
140452,53.13,0,0,0
141184,53.13,0,0,0
141952,53.13,0,0,0
142701,53.13,0,0,0
143434,53.13,0,0,0
144201,53.13,0,0,0
144952,53.13,0,0,0
145701,53.13,0,0,0
146452,53.13,0,0,0
147184,53.13,0,0,0
147934,53.13,0,0,0
148684,53.13,0,0,0
149452,53.13,0,0,0
150184,53.13,0,0,0
150934,53.13,0,0,0
151701,53.13,0,0,0
152452,53.13,0,0,0
153184,53.13,0,0,0
153952,53.13,0,0,0
154701,53.13,0,0,0
155434,53.13,0,0,0
156201,53.13,0,0,0
156952,53.13,0,0,0
157702,53.13,0,0,0
158452,53.13,0,0,0
159184,53.13,0,0,0
159952,53.13,0,0,0
160684,53.13,0,0,0
161452,53.13,0,0,0
162184,53.13,0,0,0
162952,53.13,0,0,0
163701,53.13,0,0,0
164434,53.13,0,0,0
165184,53.13,0,0,0
165934,53.13,0,0,0
166701,53.13,0,0,0
167434,53.13,0,0,0
168202,53.13,0,0,0
168952,53.13,0,0,0
169702,53.13,0,0,0
170434,53.13,0,0,0
171201,53.13,0,0,0
171934,53.13,0,0,0
172684,53.13,0,0,0
173452,53.13,0,0,0
174201,53.13,0,0,0
174934,53.13,0,0,0
175701,53.13,0,0,0
176434,53.13,0,0,0
177184,53.13,0,0,0
177952,53.13,0,0,0
178701,53.13,0,0,0
179452,53.13,0,0,0
180184,53.13,0,0,0
180952,53.13,0,0,0
181702,53.13,0,0,0
182452,53.13,0,0,0
183201,53.13,0,0,0
183934,53.13,0,0,0
184684,53.13,0,0,0
185434,53.13,0,0,0
186201,53.13,0,0,0
186934,53.13,0,0,0
187701,53.13,0,0,0
188452,53.13,0,0,0
189201,53.13,0,0,0
189952,53.13,0,0,0
190701,53.13,0,0,0
191452,53.13,0,0,0
192201,53.13,0,0,0
192934,53.13,0,0,0
193701,53.13,0,0,0
194452,53.13,0,0,0
195201,53.13,0,0,0
195952,53.13,0,0,0
196701,53.13,0,0,0
197452,53.13,0,0,0
198184,53.13,0,0,0
198934,53.13,0,0,0
199702,53.13,0,0,0
200434,53.13,0,0,0
201201,53.13,0,0,0
201952,53.13,0,0,0
202701,53.13,0,0,0
203452,53.13,0,0,0
204202,53.13,0,0,0
204934,53.13,0,0,0
205702,53.13,0,0,0
206434,53.13,0,0,0
207201,53.13,0,0,0
207952,53.13,0,0,0
208684,53.13,0,0,0
209434,53.13,0,0,0
210201,53.13,0,0,0
210952,53.13,0,0,0
211684,53.13,0,0,0
212452,53.13,0,0,0
213201,53.13,0,0,0
213952,53.13,0,0,0
214701,53.13,0,0,0
215434,53.13,0,0,0
216201,53.13,0,0,0
216952,53.13,0,0,0
217684,53.13,0,0,0
218452,53.13,0,0,0
219184,53.13,0,0,0
219952,53.13,0,0,0
220701,53.13,0,0,0
221452,53.13,0,0,0
222201,53.13,0,0,0
222952,53.13,0,0,0
223684,53.13,0,0,0
224452,53.13,0,0,0
225201,53.13,0,0,0
225934,53.13,0,0,0
226702,53.13,0,0,0
227452,53.13,0,0,0
228201,53.13,0,0,0
228952,53.13,0,0,0
229701,53.13,0,0,0
230434,53.13,0,0,0
231184,53.13,0,0,0
231952,53.13,0,0,0
232701,53.13,0,0,0
233434,53.13,0,0,0
234201,53.13,0,0,0
234934,53.13,0,0,0
235684,53.13,0,0,0
236434,53.13,0,0,0
237201,53.13,0,0,0
237952,53.13,0,0,0
238701,53.13,0,0,0
239452,53.13,0,0,0
240201,53.13,0,0,0
240952,53.13,0,0,0
241684,53.13,0,0,0
242434,53.13,0,0,0
243201,53.13,0,0,0
243952,53.13,0,0,0
244702,53.13,0,0,0
245434,53.13,0,0,0
246201,53.13,0,0,0
246952,53.13,0,0,0
247684,53.13,0,0,0
248452,53.13,0,0,0
249201,53.13,0,0,0
249952,53.13,0,0,0
250701,53.13,0,0,0
251452,53.13,0,0,0
252201,53.13,0,0,0
252952,53.13,0,0,0
253684,53.13,0,0,0
254452,53.13,0,0,0
255184,53.13,0,0,0
255934,53.13,0,0,0
256701,53.13,0,0,0
257452,53.13,0,0,0
258184,53.13,0,0,0
258934,53.13,0,0,0
259684,53.13,0,0,0
260452,53.13,0,0,0
261201,53.13,0,0,0
261952,53.13,0,0,0
262701,53.13,0,0,0
263434,53.13,0,0,0
264184,53.13,0,0,0
264934,53.13,0,0,0
265702,53.13,0,0,0
266452,53.13,0,0,0
267201,53.13,0,0,0
267934,53.13,0,0,0
268701,53.13,0,0,0
269434,53.13,0,0,0
270202,53.13,0,0,0
270934,53.13,0,0,0
271684,53.13,0,0,0
272434,53.13,0,0,0
273201,53.13,0,0,0
273934,53.13,0,0,0
274684,53.13,0,0,0
275452,53.13,0,0,0
276184,53.13,0,0,0
276952,53.13,0,0,0
277701,53.13,0,0,0
278452,53.13,0,0,0
279184,53.13,0,0,0
279934,53.13,0,0,0
280701,53.13,0,0,0
281434,53.13,0,0,0
282201,53.13,0,0,0
282952,53.13,0,0,0
283701,53.13,0,0,0
284452,53.13,0,0,0
285201,53.13,0,0,0
285934,53.13,0,0,0
286684,53.13,0,0,0
287434,53.13,0,0,0
288184,53.13,0,0,0
288952,53.13,0,0,0
289701,53.13,0,0,0
290452,53.13,0,0,0
291202,53.13,0,0,0
291952,53.13,0,0,0
292684,53.13,0,0,0
293451,53.13,0,0,0
294201,53.13,0,0,0
294934,53.13,0,0,0
295684,53.13,0,0,0
296451,53.13,0,0,0
297184,53.13,0,0,0
297951,53.13,0,0,0
298701,53.13,0,0,0
299451,53.13,0,0,0
300201,53.13,0,0,0
300934,53.13,0,0,0
301684,53.13,0,0,0
302434,53.13,0,0,0
303201,53.13,0,0,0
303951,53.13,0,0,0
304684,53.13,0,0,0
305451,53.13,0,0,0
306201,53.13,0,0,0
306951,53.13,0,0,0
307684,53.13,0,0,0
308451,53.13,0,0,0
309201,53.13,0,0,0
309934,53.13,0,0,0
310684,53.13,0,0,0
311451,53.13,0,0,0
312184,53.13,0,0,0
312951,53.13,0,0,0
313684,53.13,0,0,0
314434,53.13,0,0,0
315201,53.13,0,0,0
315951,53.13,0,0,0
316684,53.13,0,0,0
317434,53.13,0,0,0
318201,53.13,0,0,0
318951,53.13,0,0,0
319701,53.13,0,0,0
320434,53.13,0,0,0
321184,53.13,0,0,0
321951,53.13,0,0,0
322701,53.13,0,0,0
323434,53.13,0,0,0
324201,53.13,0,0,0
324951,53.13,0,0,0
325701,53.13,0,0,0
326434,53.13,0,0,0
327184,53.13,0,0,0
327951,53.13,0,0,0
328701,53.13,0,0,0
329451,53.13,0,0,0
330201,53.13,0,0,0
330951,53.13,0,0,0
331684,53.13,0,0,0
332451,53.13,0,0,0
333201,53.13,0,0,0
333951,53.11,0,0,0
334684,53.11,0,0,0
335451,53.12,0,0,0
336201,53.11,0,0,0
336934,53.11,0,0,0
337684,53.11,0,0,0
338434,53.11,0,0,0
339201,53.11,0,0,0
339951,53.11,0,0,0
340684,53.11,0,0,0
341451,53.12,0,0,0
342184,53.12,0,0,0
342951,53.12,0,0,0
343684,53.12,0,0,0
344451,53.12,0,0,0
345184,53.12,0,0,0
345934,53.12,0,0,0
346701,53.12,0,0,0
347451,53.13,0,0,0
348201,53.12,0,0,0
348951,53.12,0,0,0
349701,53.12,0,0,0
350451,53.11,0,0,0
351201,53.11,0,0,0
351934,53.11,0,0,0
352701,53.11,0,0,0
353451,53.11,0,0,0
354184,53.11,0,0,0
354951,53.11,0,0,0
355684,53.11,0,0,0
356451,53.11,0,0,0
357184,53.11,0,0,0
357934,53.11,0,0,0
358701,53.11,0,0,0
359434,53.11,0,0,0
360201,53.11,0,0,0
360951,53.11,0,0,0
361701,53.11,0,0,0
362451,53.11,0,0,0
363184,53.11,0,0,0
363934,53.11,0,0,0
364701,53.11,0,0,0
365451,53.11,0,0,0
366184,53.11,0,0,0
366951,53.11,0,0,0
367701,53.11,0,0,0
368434,53.11,0,0,0
369184,53.11,0,0,0
369951,53.11,0,0,0
370701,53.11,0,0,0
371434,53.11,0,0,0
372201,53.11,0,0,0
372951,53.11,0,0,0
373701,53.11,0,0,0
374434,53.11,0,0,0
375184,53.11,0,0,0
375951,53.11,0,0,0
376701,53.11,0,0,0
377451,53.11,0,0,0
378201,53.11,0,0,0
378951,53.11,0,0,0
379701,53.11,0,0,0
380451,53.11,0,0,0
381201,53.11,0,0,0
381951,53.11,0,0,0
382684,53.11,0,0,0
383451,53.11,0,0,0
384201,51.31,7.92,406.45,0.07
384934,51.68,5.65,292.23,0.4
385684,52.19,3.38,176.48,0.55
386451,52.16,3.44,179.18,0.71
387184,51.95,4.49,233,0.87
387951,51.72,5.41,279.62,1.06
388701,51.76,4.97,257.39,1.28
389451,51.87,4.53,234.82,1.46
390201,52.06,3.63,188.81,1.6
390951,51.88,4.42,229.13,1.8
391701,51.77,4.9,253.79,1.97
392451,50.74,9.46,480.21,2.2
393201,51.23,6.86,351.67,2.52
393934,51.67,4.57,236.09,2.73
394701,52.79,0,0,2.81
395451,52.85,0,0,2.81
396201,52.88,0,0,2.81
396951,52.9,0,0,2.81
397701,52.92,0,0,2.81
398451,52.93,0,0,2.81
399184,52.95,0,0,2.81
399951,52.96,0,0,2.81
400701,52.97,0,0,2.81
401451,52.97,0,0,2.81
402184,52.98,0,0,2.81
402934,52.98,0,0,2.81
403684,52.99,0,0,2.81
404434,53,0,0,2.81
405201,53,0,0,2.81
405952,53,0,0,2.81
406684,53.01,0,0,2.81
407452,53.01,0,0,2.81
408201,53.02,0,0,2.81
408934,53.02,0,0,2.81
409701,53.02,0,0,2.81
410452,53.02,0,0,2.81
411201,53.02,0,0,2.81
411934,53.03,0,0,2.81
412701,53.03,0,0,2.81
413452,53.03,0,0,2.81
414184,53.03,0,0,2.81
414934,53.03,0,0,2.81
415701,53.03,0,0,2.81
416434,53.04,0,0,2.81
417201,53.04,0,0,2.81
417934,53.04,0,0,2.81
418701,53.04,0,0,2.81
419452,53.04,0,0,2.81
420201,53.04,0,0,2.81
420952,53.04,0,0,2.81
421684,53.04,0,0,2.81
422434,53.04,0,0,2.81
423184,53.05,0,0,2.81
423934,53.05,0,0,2.81
424684,53.05,0,0,2.81
425434,53.05,0,0,2.81
426184,53.05,0,0,2.81
426952,53.05,0,0,2.81
427701,53.05,0,0,2.81
428452,53.05,0,0,2.81
429201,53.05,0,0,2.81
429952,53.05,0,0,2.81
430684,53.05,0,0,2.81
431452,53.05,0,0,2.81
432184,53.05,0,0,2.81
432952,53.05,0,0,2.81
433684,53.05,0,0,2.81
434434,53.05,0,0,2.81
435184,53.05,0,0,2.81
435934,53.05,0,0,2.81
436684,53.06,0,0,2.81
437452,53.06,0,0,2.81
438184,53.06,0,0,2.81
438934,53.06,0,0,2.81
439684,53.06,0,0,2.81
440452,53.06,0,0,2.81
441201,53.06,0,0,2.81
441934,53.06,0,0,2.81
442684,53.06,0,0,2.81
443434,53.06,0,0,2.81
444184,53.06,0,0,2.81
444952,53.06,0,0,2.81
445684,53.06,0,0,2.81
446434,53.06,0,0,2.81
447201,53.06,0,0,2.81
447952,53.06,0,0,2.81
448701,48.86,17.76,868,3.43
449434,50.24,11.23,563.92,3.94
450201,51.23,6.65,340.66,4.28
450934,51.78,4.31,222.99,4.47
451701,52.79,0,0,4.52
452434,52.84,0,0,4.52
453184,52.87,0,0,4.52
453934,52.89,0,0,4.52
454701,52.91,0,0,4.52
455434,52.92,0,0,4.52
456184,52.94,0,0,4.52
456934,52.94,0,0,4.52
457684,52.95,0,0,4.52
458452,52.96,0,0,4.52
459184,52.97,0,0,4.52
459952,52.97,0,0,4.52
460701,52.98,0,0,4.52
461452,52.98,0,0,4.52
462201,52.99,0,0,4.52
462934,52.99,0,0,4.52
463701,52.99,0,0,4.52
464434,53,0,0,4.52
465201,53,0,0,4.52
465934,53,0,0,4.52
466684,53,0,0,4.52
467452,53.01,0,0,4.52
468184,53.01,0,0,4.52
468934,53.01,0,0,4.52
469684,53.01,0,0,4.52
470452,53.02,0,0,4.52
471201,53.02,0,0,4.52
471952,53.02,0,0,4.52
472684,53.02,0,0,4.52
473434,53.02,0,0,4.52
474201,53.02,0,0,4.52
474952,53.02,0,0,4.52
475701,53.02,0,0,4.52
476452,53.02,0,0,4.52
477184,53.03,0,0,4.52
477952,53.03,0,0,4.52
478701,53.03,0,0,4.52
479452,53.03,0,0,4.52
480201,53.03,0,0,4.52
480934,53.03,0,0,4.52
481684,53.03,0,0,4.52
482452,53.03,0,0,4.52
483201,53.03,0,0,4.52
483952,53.03,0,0,4.52
484684,53.03,0,0,4.52
485452,53.03,0,0,4.52
486201,53.03,0,0,4.52
486952,53.03,0,0,4.52
487684,53.03,0,0,4.52
488434,53.03,0,0,4.52
489201,53.03,0,0,4.52
489934,53.03,0,0,4.52
490684,53.03,0,0,4.52
491434,53.03,0,0,4.52
492184,53.03,0,0,4.52
492952,53.04,0,0,4.52
493684,53.04,0,0,4.52
494434,53.04,0,0,4.52
495184,53.04,0,0,4.52
495952,53.04,0,0,4.52
496701,53.04,0,0,4.52
497434,53.04,0,0,4.52
498201,53.04,0,0,4.52
498934,53.04,0,0,4.52
499701,53.04,0,0,4.52
500452,53.04,0,0,4.52
501201,53.04,0,0,4.52
501952,52.66,6.09,320.58,4.53
502684,50.15,12.34,618.77,5.07
503452,51.15,7.42,379.4,5.43
504184,51.76,4.43,229.28,5.65
504934,52.79,0,0,5.76
505684,52.86,0,0,5.76
506434,52.89,0,0,5.76
507184,52.91,0,0,5.76
507934,52.93,0,0,5.76
508701,52.94,0,0,5.76
509434,52.95,0,0,5.76
510201,52.95,0,0,5.76
510934,52.96,0,0,5.76
511701,52.97,0,0,5.76
512434,52.97,0,0,5.76
513201,52.98,0,0,5.76
513952,52.98,0,0,5.76
514701,52.98,0,0,5.76
515452,52.99,0,0,5.76
516201,52.99,0,0,5.76
516952,52.99,0,0,5.76
517701,52.99,0,0,5.76
518434,53,0,0,5.76
519201,53,0,0,5.76
519952,53,0,0,5.76
520701,53,0,0,5.76
521434,53,0,0,5.76
522201,53,0,0,5.76
522952,53.01,0,0,5.76
523701,53.01,0,0,5.76
524434,53.01,0,0,5.76
525201,53.01,0,0,5.76
525934,53.01,0,0,5.76
526684,53.01,0,0,5.76
527452,53.01,0,0,5.76
528184,53.01,0,0,5.76
528952,53.01,0,0,5.76
529684,53.02,0,0,5.76
530452,53.02,0,0,5.76
531184,53.02,0,0,5.76
531934,53.02,0,0,5.76
532684,53.02,0,0,5.76
533434,53.02,0,0,5.76
534184,53.02,0,0,5.76
534934,53.02,0,0,5.76
535701,53.02,0,0,5.76
536452,53.02,0,0,5.76
537201,53.02,0,0,5.76
537934,53.02,0,0,5.76
538701,53.02,0,0,5.76
539452,53.02,0,0,5.76
540184,53.02,0,0,5.76
540952,53.02,0,0,5.76
541684,53.03,0,0,5.76
542434,53.03,0,0,5.76
543184,53.03,0,0,5.76
543952,53.03,0,0,5.76
544701,53.03,0,0,5.76
545434,53.03,0,0,5.76
546202,53.03,0,0,5.76
546952,53.03,0,0,5.76
547702,53.03,0,0,5.76
548434,53.03,0,0,5.76
549184,53.03,0,0,5.76
549952,53.03,0,0,5.76
550684,53.03,0,0,5.76
551434,53.03,0,0,5.76
552184,53.03,0,0,5.76
552934,52.87,0.76,40.09,5.78
553684,48.55,20.27,984.13,6.09
554452,50.08,12.08,604.67,6.68
555201,51.03,7.46,380.71,7.04
555952,51.64,4.71,243.16,7.27
556702,52.02,3.29,171.01,7.42
557434,52.79,0,0,7.44
558202,52.83,0,0,7.44
558952,52.86,0,0,7.44
559701,52.88,0,0,7.44
560434,52.89,0,0,7.44
561184,52.9,0,0,7.44
561934,52.91,0,0,7.44
562701,52.92,0,0,7.44
563452,52.93,0,0,7.44
564201,52.94,0,0,7.44
564934,52.94,0,0,7.44
565684,52.95,0,0,7.44
566434,52.95,0,0,7.44
567201,52.96,0,0,7.44
567952,52.96,0,0,7.44
568684,52.96,0,0,7.44
569434,52.97,0,0,7.44
570201,52.97,0,0,7.44
570934,52.97,0,0,7.44
